linha_original,acao,motivo,texto
257,mantida,,"Acetato de medroxiprogesterona 150mg/1ml Aplicar 1 amp (150 mg) IM, no 1º dia do ciclo menstrual, e em seguida de 3/3 meses. Sintomáticos"
258,mantida,via_nao_identificada,"Dipirona 500mg - cp Tomar 02 cp, de 6/6h, se dor"
259,mantida,via_nao_identificada,"Ibuprofeno 600 mg - cp Tomar 01 cp, de 8/8h, por 05 dias Receita de Alta"
260,mantida,via_nao_identificada,"Levonorgestrel 0,15+ Etinilestradiol 0,03 - cp Tomar 01 cp, de 8/8h, até redução de sangramento (máximo 07 dias). Após, tomar 01 cp, 1x ao dia, por 03 semanas OU Progestagênio isolado"
261,mantida,via_nao_identificada,"Acetato de medroxiprogesterona 10 mg - cp Tomar 02 cp, de 8/8 h, por 7 dias. Após, tomar 01 cp, 1x ao dia, por 03 semanas OU Antifibrinolítco"
262,mantida,via_nao_identificada,"Ácido tranexâmico 250 mg - cp Tomar 02 cp, de 8/8 h, por no máximo 04 dias. Receita de Alta"
263,mantida,via_nao_identificada,"Diclofenaco sódico 50 mg - cp Tomar 01 cp, 8/8 h, por até 05 dias. Orientações"
264,mantida,"dose_nao_identificada,via_nao_identificada",Acolhimento
265,mantida,"dose_nao_identificada,via_nao_identificada",Notificação
266,mantida,"dose_nao_identificada,via_nao_identificada","Exame físico, coleta de vestígios e tratamento de lesões corporais"
267,mantida,"dose_nao_identificada,via_nao_identificada",Quimioprofilaxia
268,mantida,"dose_nao_identificada,via_nao_identificada",Prevenção de gravidez
269,mantida,"dose_nao_identificada,via_nao_identificada",Atendimento psicológico
270,mantida,conduta_sem_medicamento,",75 mg (2 comprimidos) Oral Dose única"
271,mantida,conduta_sem_medicamento,",5 mg (1 comprimido) Oral Dose única Anticoncepção de emergência Iniciada preferencialmente nas primeiras 72 horas após o abuso sexual. Pode ser eficaz até cinco dias após o contato sexual desprotegido. Se vômito nas primeiras 1 a 2 horas a"
272,mantida,conduta_sem_medicamento,",4 milhões de UI, IM, dose única (dividida em duas injeções) Gonorréia Ceftriaxona Ceftriaxona 500 mg, 1 g ampola, IM dose única Clamídia Azitromicina"
273,mantida,,"mg, 2 comprimidos, VO dose única (dose total: 1 g) Tricomoníase Metronidazol"
274,mantida,,"mg, 4 comprimidos VO, dose única (dose total: 2 g) IST não virais"
275,mantida,"dose_nao_identificada,via_nao_identificada","comprimido ao dia, por"
276,mantida,via_nao_identificada,dias Dolutegravir (DTG) 50 mg
277,mantida,via_nao_identificada,dias Não indicado para pessoas com insuficiência renal aguda Gestantes Lamivudina (3TC) 300 mg + Tenofovir (TDF) 300 mg
278,mantida,via_nao_identificada,dias Raltegravir (RAL) 400 mg
279,mantida,"dose_nao_identificada,via_nao_identificada","comprimido 2 vezes ao dia, por 28 dias RAL indicado a partir de 14 semanas de gestação. Em caso de gestação com menos de 14 semanas, recomenda-se o uso de ATV/r (Atazanavir/Ritonavir). HIV"
280,mantida,,"Nitrato de Miconazol 20 mg/g - creme Aplicar 01 medida, intravaginal, à noite, por 07 dias OU"
281,mantida,,"Clotrimazol 10mg/g - creme Aplicar 01 medida, intravaginal, à noite, por 07 dias Alternativa oral USO ORAL Antifúngico"
282,mantida,,"Fluconazol 150 mg - cp Tomar 01 cp, VO, dose única OU"
283,mantida,via_nao_identificada,"Itraconazol 100 mg - cp Tomar 02 cp, de 12/12 horas, por 1 dia Receita de Alta"
284,mantida,via_nao_identificada,"Metronidazol 500 mg - cp Tomar 04 cp, dose única OU"
285,mantida,via_nao_identificada,"Metronidazol 500 mg - cp Tomar 01 cp, de 12/12h, por 07 dias OU"
286,mantida,via_nao_identificada,"Tinidazol 500 mg - cp Tomar 04 cp, dose única"
287,mantida,via_nao_identificada,"Metronidazol 500 mg - cp Tomar 01 cp, de 12/12h, por 07 dias OU"
288,mantida,via_nao_identificada,"Clindamicina 300 mg - cp Tomar 01 cp, de 12/12h, por 07 dias OU"
289,mantida,via_nao_identificada,"Tinidazol 500 mg - cp Tomar 04 cp, 1x ao dia, por 02 dias OU"
290,mantida,via_nao_identificada,"Secnidazol 1 g - cp Tomar 02 cp, dose única."
291,mantida,,"Metronidazol 100 mg/g - gel vaginal Aplicar 01 medida, intravaginal, à noite, por"
292,mantida,"dose_nao_identificada,via_nao_identificada",dias
293,mantida,,"Hidraplex - sais de reidratação oral Dissolver 01 envelope em 1 litro de água e tomar ao longo de 01 dia, até melhora Líquidos caseiros"
294,mantida,"dose_nao_identificada,via_nao_identificada","Líquidos caseiros (3 litros restantes) Opções: água, suco de frutas, chás, água de coco, etc. Sintomáticos"
295,mantida,via_nao_identificada,"Loratadina 10 mg - cp Tomar 01 cp, 1x ao dia, se coceira"
296,mantida,via_nao_identificada,"Dipirona 1 g - cp Tomar 01 cp de, 6/6 horas, se dor ou febre"
297,mantida,via_nao_identificada,"Ondansetrona 4mg - cp Tomar 01 cp, de 8/8 horas, se náuseas ou vômitos. Receita de Alta"
298,mantida,via_nao_identificada,"Dipirona 500 mg - cp Tomar 02 cp, de 6/6h, se dor ou febre Antiinflamatório"
299,mantida,via_nao_identificada,"Nimesulida 100 mg - cp Tomar 01 cp, de 12/12h, por até 05 dias Se indicado"
300,mantida,via_nao_identificada,"Oseltamivir 75 mg - cp Tomar 01 cp, de 12/12h, por 05 dias Se tosse"
301,mantida,,"Acetilcisteína 40mg/ml - xarope Tomar 15ml, 1x ao dia, por 05 dias USO TÓPICO Lavagem nasal"
302,mantida,"dose_nao_identificada,via_nao_identificada","Soro Fisiológico 0.9% Lavar o nariz, 6 vezes ao dia, com soro morno Receita de Alta"
303,mantida,"dose_nao_identificada,via_nao_identificada",Tenofovir/Lamivudina (TDF/3TC)
304,mantida,via_nao_identificada,"mg/300 mg - cp Tomar 01 cp, 1 vez por dia, por 28 dias."
305,mantida,via_nao_identificada,"Dolutegravir (DTG) 50 mg - cp Tomar 01 cp, 1 vez por dia, por 28 dias. Os comprimidos devem ser tomados juntos. A PEP deve ser iniciada idealmente nas primeiras"
306,mantida,"dose_nao_identificada,via_nao_identificada",horas após a exposição e tendo como limite 72 horas subsequentes à exposição. Receita de Alta
307,mantida,via_nao_identificada,"Azitromicina 500 mg - cp Tomar 02 cp, dose única OU"
308,mantida,via_nao_identificada,"Ciprofloxacino 500 mg - cp Tomar 01 cp, de 12/12h, por 03 dias OU USO INJETÁVEL"
309,mantida,,"Ceftriaxone 250 mg IM, dose única Orientações Tratar parcerias sexuais dos últimos 10 dias, mesmo assintomáticas: Azitromicina 1g, dose única; OU Ceftriaxona, 250 mg - IM dose única Receita de Alta"
310,mantida,via_nao_identificada,"Azitromicina 500 mg - cp Tomar 02 cp, 1x/semana, por 3 semanas ou até a cicatrização das lesões. OU"
311,mantida,via_nao_identificada,"Doxiciclina 100 mg - cp Tomar 01 cp, de 12/12h, por 3 semanas ou até a cicatrização das lesões. OU"
312,mantida,via_nao_identificada,"Ciprofloxacino 500 mg - cp Tomar 01 comprimido e meio, de 12/12h, por 3 semanas ou até a cicatrização das lesões. OU"
313,mantida,via_nao_identificada,"Sulfametoxazol+trimetoprima 400/80mg -cp Tomar 02 cp, de 12/12h, por 3 semanas ou até a cicatrização das lesões. Receita de Alta"
314,mantida,via_nao_identificada,"Aciclovir 200 mg - cp Tomar 02 cp, 3 x/dia, por 07 dias SE RECIDIVA"
315,mantida,via_nao_identificada,"Aciclovir 200 mg - cp Tomar 02 cp, 3 x/dia, por 05 dias SE MAIS 6 EPISÓDIOS NO ANO"
316,mantida,via_nao_identificada,"Aciclovir 200 mg - cp Tomar 02 cp, 2 x/dia, por 06 meses Tratar parcerias se sintomáticas Receita de Alta Orientações"
317,mantida,via_nao_identificada,"Doxiciclina 100 mg - cp Tomar 01 cp, de 12/12h, por 21 dias. OU"
318,mantida,via_nao_identificada,"Azitromicina 500 mg - cp Tomar 02 comprimido, 1x/semana, por 21 dias"
319,mantida,"dose_nao_identificada,via_nao_identificada",Penicilina G benzatina
320,mantida,,"400.000 UI, intramuscular, dose única SÍFILIS LATENTE TARDIA, INDETERMINADA E TERCIÁRIA"
321,mantida,,"400.000 UI, intramuscular, semanal, por três semanas. Receita de Alta"
322,mantida,,"400.000 UI, intramuscular, dose única. Teste reagente: tratar conforme avaliação clínica e diagnóstico. Teste indisponível ou risco de perda de seguimento: tratar presuntivamente com Penicilina G benzatina, 2.400.000 UI, intramuscular, dose"
323,mantida,,Tiamina 100mg/ml Administrar 01 ampola (1ml) IM antes da glicose.
324,mantida,,Glicose 50% 10ml Aplicar 04 ampolas (40ml) EV em bôlus
325,mantida,,SG 5% 500ml Administrar 100ml/h EV até estabilidade clínica Conduta no PS Se desidratação
326,mantida,,"SF 0.9% - 1000ml Administrar 1000 ml EV, em 1h"
327,mantida,,Haloperidol 5mg/1ml Administrar 01 ampola (5mg) IM Se náusea
328,mantida,,"Ondansetrona 8mg/4ml Aplicar 01 ampola, EV"
329,mantida,,"Flumazenil 0,5mg/5ml Aplicar 0,1 mg (1mg) IV bolus em 1 minuto Repetir até máximo de 1 mg/dia"
330,mantida,,Diazepam (10mg/2ml) Aplicar 1 amp (10mg) IV em 2 min. Se hipertensão Nitrato
331,mantida,,"Nitroprussiato de sódio (50mg/2ml) Diluir 1 amp (2ml) em 248 ml de SG 5% EV em BIC: iniciar em 2,1 mL/h Conduta no PS"
332,mantida,,"Naloxona 0,4mg/1ml Aplicar 1 amp (0,4mg) IV bolus e reavaliar em"
333,fundida_na_linha_anterior,fragmento,min Repetir a cada 3min em doses dobradas até resposta (max 10mg)
334,mantida,,"Gluconato de Cálcio 10% Diluir 10 ml em 100 ml de SG % - EV em 5 min Repetir em 5 min, se necessário OU"
335,mantida,,Cloreto de Cálcio 10% Diluir 3 ml em 100 ml de SG % - EV em 5 min Conduta no PS
336,mantida,,Glicose 50% + Insulina R Diluir 10 UI de Insulina em 100 ml de G50% - EV em 30 min B2 Agonista
337,mantida,,Salbutamol 5mg/ml Diluir 40 gotas em 5 ml de SF 0.9% - nebulização Bicarbonato
338,mantida,,"Bicarbonato de sódio 8,4% Diluir 850 de Bicarbonato em 150 ml de SG 5% - EV em 4h OBS: não usar em monoterapia Conduta no PS"
339,mantida,,Furosemida 20mg/2ml Fazer 40mg - EV Obs: não usar em monoterapia Resina de troca
340,mantida,,Poliestirenossulfonato de sódio (Sorcal) Diluir 30g de Sorcal em 100ml de Manitol - VO Não indicado na fase aguda. Evitar se obstrução intestinal OU
341,mantida,,Ciclossilicato de Zircônio (Lokelma) Diluir 10g em 100ml de água - VO Diálise
342,mantida,"dose_nao_identificada,via_nao_identificada",Hemodiálise Indicado em disfunção renal grave Conduta no PS
343,mantida,via_nao_identificada,"Cloreto de potássio 600 mg - cp Tomar 02 cp no café da manhã, 02 cp no almoço e 01 cap na janta, junto das refeições, por 05 dias OU"
344,mantida,via_nao_identificada,"Cloreto de potássio xarope 6% Tomar 15 ml, 3x ao dia, por 05 dias Receita de Alta"
345,mantida,,"KCl 19,1% 20ml + 480ml SF 0,9%, EV em BIC, em 4h ACESSO CENTRAL"
346,mantida,,"KCl 19,1% 40ml + 460ml SF 0,9%, EV em BIC, em 4h Conduta no PS"
347,mantida,,"NaCl 3% Ataque: Fazer 100 ml - EV em 10 min Pode repetir até 3x, se necessário Manutenção: BIC a 15-30 ml/h Dosar Na de 2/2h Aumentar Na de 6-8 mEq/L em 24h (incluindo dose de ataque) Conduta no PS"
348,mantida,via_nao_identificada,NaCl 3% Ataque: Não é necessário dose de ataque Manutenção: BIC a 15-30 ml/h Dosar Na de 2/2h Aumentar Na de 6-8 mEq/L em 24h (incluindo dose de ataque SINTOMÁTICA
349,mantida,"dose_nao_identificada,via_nao_identificada","%, então temos que preparar a solução:"
350,mantida,via_nao_identificada,"ml NaCl 20% + 445ml SF 0,9% = 500ml NaCl 3% Cada 1 ml/kg aumenta natremia em 1 mEq/L Pacientes com hiponatremia hipervolêmica (insuficiência cardíaca congestiva, cirrose, insuficiência renal crônica avançada) não se usa NaCl a 3% isoladamen"
351,mantida,conduta_sem_medicamento,ponto B. Pressão Arterial (Blood Pressure) PA sistólica ≥ 140 mmHg ou PA diastólica ≥ 90 mmHg
352,mantida,conduta_sem_medicamento,ponto C. Características Clínicas (Clinical Features) Fraqueza unilateral
353,mantida,conduta_sem_medicamento,pontos Distúrbio de fala sem fraqueza
354,mantida,conduta_sem_medicamento,ponto D. Duração dos Sintomas (Duration) ≥ 60 minutos
355,mantida,conduta_sem_medicamento,pontos
356,mantida,conduta_sem_medicamento,a 59 minutos
357,mantida,conduta_sem_medicamento,ponto <10 minutos
358,mantida,conduta_sem_medicamento,ponto D². Diabetes (Diabetes) História de diabetes
359,mantida,conduta_sem_medicamento,ponto Pontuação Total Risco Chance de AVC em 2 dias
360,mantida,conduta_sem_medicamento,3 pontos Baixo
361,fundida_na_linha_anterior,fragmento,",0%"
362,mantida,conduta_sem_medicamento,5 pontos Moderado
363,fundida_na_linha_anterior,fragmento,",1%"
364,mantida,conduta_sem_medicamento,7 pontos Alto
365,fundida_na_linha_anterior,fragmento,",1% Score ABCD2"
366,mantida,via_nao_identificada,AAS Dose de ataque: 300 mg Manutenção: 100 mg / dia ABCD > 4
367,mantida,via_nao_identificada,AAS Dose de ataque: 300 mg Manutenção: 100 mg / dia
368,mantida,via_nao_identificada,"Clopidogrel Dose de ataque: 300 mg Manutenção: 75 mg / dia, por 21 dias"
369,mantida,"dose_nao_identificada,via_nao_identificada",horas Ataques com duração de 15 a
370,mantida,dose_nao_identificada,"minutos Intensidade Leve a moderada Moderada a grave Muito intensa e severa Sintomas Associados Raramente há náuseas ou vômitos; fotofobia e fonofobia discretas em alguns casos Frequentemente acompanhada de náuseas, vômitos, fotofobia, fono"
